Date,Adj Close,Simple Moving Average_50,Exponential Moving Average_50,Simple Moving Average_100,Exponential Moving Average_100,Relative Strength Index 14,Daily_Return,Volume
4/4/2023,385.15,359.99,357.8,348.37,353.54,72.41,0.013,2569800
4/5/2023,382.02,360.4,358.75,349.2,354.11,67.21,-0.008,2277200
4/6/2023,380.6,360.85,359.61,349.71,354.63,63.42,-0.004,1835900
4/10/2023,376.25,361.06,360.26,350.06,355.06,51.72,-0.011,1689700
4/11/2023,371.11,361.07,360.69,350.37,355.38,59.09,-0.014,2161100
4/12/2023,369.89,361.2,361.05,350.61,355.66,50.98,-0.003,1978200
4/13/2023,378.8,361.37,361.74,351.01,356.12,53.95,0.024,2434800
4/14/2023,379.38,361.28,362.43,351.43,356.58,56.58,0.002,1525500
4/17/2023,377.92,360.99,363.04,351.9,357.01,54.66,-0.004,1614300
4/18/2023,377.55,360.95,363.61,352.46,357.41,48.13,-0.001,1586700
4/19/2023,380.11,361.05,364.26,352.95,357.86,47.92,0.007,1775200
4/20/2023,380.26,360.98,364.89,353.39,358.31,43.56,0,1947900
4/21/2023,377.67,360.97,365.39,353.83,358.69,46.74,-0.007,1841600
4/24/2023,377.34,361,365.86,354.31,359.06,37.88,-0.001,1531100
4/25/2023,369.59,360.97,366,354.74,359.27,33.13,-0.021,2413100
4/26/2023,363.06,360.73,365.89,354.92,359.34,29.09,-0.018,2803200
4/27/2023,371.42,360.6,366.1,355.19,359.58,44.74,0.023,2338800
4/28/2023,377.56,360.63,366.55,355.55,359.94,56.87,0.017,2061200
5/1/2023,374.15,360.81,366.85,355.95,360.22,54.33,-0.009,1868000
5/2/2023,368.66,361.05,366.92,356.33,360.39,38.91,-0.015,2287600
5/3/2023,345.25,361.02,366.07,356.52,360.09,25.11,-0.064,6700800
5/4/2023,335.83,360.76,364.89,356.55,359.61,22.49,-0.027,6614900
5/5/2023,348.4,360.79,364.24,356.73,359.38,33.57,0.037,4260100
5/8/2023,344.06,361.26,363.45,356.78,359.08,30.08,-0.012,3135900
5/9/2023,342.65,361.67,362.63,356.79,358.76,29.5,-0.004,1879400
5/10/2023,344.02,362.07,361.9,356.83,358.46,31.41,0.004,3386300
5/11/2023,341.58,362.43,361.11,356.96,358.13,30.7,-0.007,2183400
5/12/2023,335.45,362.47,360.1,356.93,357.68,31.25,-0.018,4278400
5/15/2023,345.67,362.5,359.53,357.09,357.44,40.82,0.03,3330500
5/16/2023,345.11,362.47,358.97,357.16,357.2,34.86,-0.002,2558300
5/17/2023,356.63,362.7,358.88,357.32,357.19,38.66,0.033,3560600
5/18/2023,360.43,362.99,358.94,357.55,357.25,42.6,0.011,2896400
5/19/2023,371.25,363.65,359.42,357.88,357.53,51.32,0.03,3855500
5/22/2023,372.05,364.51,359.92,358.25,357.82,67.77,0.002,2627100
5/23/2023,370.42,365.43,360.33,358.67,358.07,75.58,-0.004,2967700
5/24/2023,365.76,366.08,360.54,358.96,358.22,64.54,-0.013,2666600
5/25/2023,392.06,367.25,361.78,359.51,358.89,79.39,0.072,7030000
5/26/2023,415.39,368.49,363.88,360.3,360.01,85.11,0.06,7833600
5/30/2023,417.21,369.67,365.97,361.05,361.14,85.18,0.004,5332300
5/31/2023,417.79,370.77,368,361.95,362.26,87.3,0.001,5158500
6/1/2023,426.75,371.82,370.31,362.89,363.54,93.48,0.021,4443100
6/2/2023,436.37,373.31,372.9,363.83,364.98,93.44,0.023,4332200
6/5/2023,434.18,374.62,375.3,364.79,366.35,92,-0.005,3447400
6/6/2023,432.89,375.77,377.56,365.68,367.67,89.8,-0.003,2342000
6/7/2023,418.32,376.68,379.16,366.42,368.67,77.16,-0.034,4773000
6/8/2023,439.03,377.99,381.51,367.37,370.06,79.1,0.05,6062800
6/9/2023,454,379.49,384.35,368.47,371.73,81.37,0.034,7928300
6/12/2023,474.63,381.34,387.89,369.8,373.76,84.82,0.045,6913700
6/13/2023,478.99,383.21,391.46,371.16,375.85,87.91,0.009,7412500
6/14/2023,479.53,385.2,394.91,372.39,377.9,85.39,0.001,5150100
6/15/2023,490.91,387.32,398.68,373.65,380.14,83.83,0.024,9682200
6/16/2023,495.18,389.58,402.46,374.99,382.42,84.18,0.009,13335800
6/20/2023,485.86,391.69,405.73,376.27,384.47,77.71,-0.019,5331200
6/21/2023,477.48,393.71,408.55,377.39,386.31,70.75,-0.017,5258700
6/22/2023,477.58,395.84,411.25,378.45,388.11,68.28,0,3601400
6/23/2023,484.72,398.14,414.14,379.67,390.03,71.48,0.015,4450200
6/26/2023,479.51,400.15,416.7,380.76,391.8,69.17,-0.011,3169500
6/27/2023,489.27,402.35,419.55,381.81,393.73,80.38,0.02,2691700
6/28/2023,482.43,404.44,422.01,382.71,395.49,71.09,-0.014,3229200
6/29/2023,483.77,406.56,424.43,383.76,397.23,66.67,0.003,1905400
6/30/2023,488.99,408.74,426.97,384.9,399.05,59.72,0.011,3095900
7/3/2023,485.21,410.84,429.25,385.91,400.76,54.24,-0.008,1491000
7/5/2023,487.26,413.03,431.52,387,402.47,55.17,0.004,2190000
7/6/2023,481.29,415.11,433.48,388.05,404.03,43.07,-0.012,2100900
7/7/2023,485.27,417.43,435.51,389.2,405.64,42.83,0.008,2324500
7/10/2023,496.35,420.09,437.89,390.41,407.44,57.4,0.023,3352600
7/11/2023,504.74,422.76,440.51,391.68,409.36,69.24,0.017,2844200
7/12/2023,507.36,425.35,443.14,392.99,411.3,70.29,0.005,3027400
7/13/2023,517.28,428.22,446.04,394.51,413.4,71.38,0.02,3049400
7/14/2023,514.83,431.14,448.74,396.09,415.41,74.06,-0.005,2300400
7/17/2023,522,434.67,451.61,397.85,417.52,73.11,0.014,2645600
7/18/2023,532.23,438.6,454.78,399.68,419.79,83.56,0.02,4094600
7/19/2023,527.17,442.18,457.61,401.48,421.92,77.85,-0.01,3383200
7/20/2023,516.88,445.63,459.94,403.45,423.8,66.8,-0.02,3264500
7/21/2023,520.23,449.19,462.3,405.43,425.71,71.21,0.006,8098000
7/24/2023,523.86,452.78,464.72,407.43,427.65,71.75,0.007,2260500
7/25/2023,525.34,456.46,467.09,409.45,429.59,77.65,0.003,2472100
7/26/2023,514.55,460.04,468.96,411.26,431.27,66.93,-0.021,2918700
7/27/2023,513.97,463.41,470.72,412.96,432.91,61.6,-0.001,2477200
7/28/2023,528.87,467.08,473,414.77,434.81,64.63,0.029,2810000
7/31/2023,546.17,470.87,475.87,416.79,437.01,69.97,0.033,4059800
8/1/2023,549.1,474.65,478.74,418.82,439.23,67.65,0.005,2274000
8/2/2023,530.3,477.83,480.76,420.74,441.04,57.26,-0.034,2971000
8/3/2023,523.76,480.86,482.45,422.68,442.67,50.83,-0.012,2183700
8/4/2023,526.88,483.99,484.19,424.71,444.34,47.29,0.006,2461900
8/7/2023,529.73,487.27,485.98,426.67,446.03,51.33,0.005,1777600
8/8/2023,520.6,489.84,487.34,428.54,447.51,51.95,-0.017,2626100
8/9/2023,513.78,491.81,488.37,430.15,448.82,46.74,-0.013,1843800
8/10/2023,515.83,493.78,489.45,431.73,450.15,45.87,0.004,1901700
8/11/2023,508.45,495.59,490.19,433.18,451.3,41.82,-0.014,1929900
8/14/2023,522.25,497.5,491.45,434.66,452.71,53.63,0.027,2052500
8/15/2023,518.7,499.15,492.52,436.23,454.01,52.17,-0.007,1824300
8/16/2023,514.49,500.76,493.38,437.69,455.21,42.7,-0.008,1541300
8/17/2023,511.67,502.33,494.1,439.05,456.33,29.46,-0.005,2455800
8/18/2023,508.13,504.13,494.65,440.4,457.35,25.79,-0.007,2139100
8/21/2023,520.47,505.76,495.66,441.87,458.6,43.71,0.024,2428300
8/22/2023,519.48,507.07,496.6,443.28,459.81,47.05,-0.002,1496600
8/23/2023,530.71,508.19,497.93,444.77,461.21,52.37,0.022,2336900
8/24/2023,512.43,508.86,498.5,446.04,462.23,41,-0.034,2950200
8/25/2023,525.06,509.77,499.54,447.49,463.47,52.24,0.025,2308300
8/28/2023,529.92,510.55,500.73,448.93,464.79,58.26,0.009,1684100
8/29/2023,540.57,511.46,502.3,450.52,466.29,61.64,0.02,2167000
8/30/2023,545.36,512.65,503.99,452.17,467.85,67.8,0.009,1930300
8/31/2023,559.34,514.28,506.16,454,469.67,67.85,0.026,3919300
9/1/2023,563.21,516,508.39,455.92,471.52,71.36,0.007,2232300
9/5/2023,564.88,517.6,510.61,457.87,473.37,74.79,0.003,2349700
9/6/2023,561.94,519.25,512.62,459.7,475.12,74.7,-0.005,2299900
9/7/2023,560.46,520.67,514.5,461.51,476.81,76.24,-0.003,2089400
9/8/2023,560.36,522.23,516.3,463.33,478.47,72.8,0,2262000
9/11/2023,564.5,523.84,518.19,465.2,480.17,74.84,0.007,2083300
9/12/2023,542.21,524.91,519.13,466.83,481.4,55.65,-0.039,3961300
9/13/2023,553.56,526.28,520.48,468.56,482.83,71.7,0.021,3465200
9/14/2023,552.16,527.57,521.72,470.3,484.2,66.22,-0.003,4786900
9/15/2023,528.89,528.53,522,471.82,485.08,49.49,-0.042,9769000
9/18/2023,532.42,529.47,522.41,473.45,486.02,45.7,0.007,2650700
9/19/2023,541.69,530.38,523.17,475.23,487.12,48.15,0.017,2385800
9/20/2023,535.78,531,523.66,476.88,488.09,37.09,-0.011,2626000
9/21/2023,513.88,531.13,523.28,478.24,488.6,27.42,-0.041,3844600
9/22/2023,512.9,531.04,522.87,479.63,489.08,26.06,-0.002,2702100
9/25/2023,511.6,530.97,522.43,481.06,489.53,26.46,-0.003,2219500
9/26/2023,506.3,530.66,521.8,482.67,489.86,25.55,-0.01,2375400
9/27/2023,502.6,530.07,521.04,484.34,490.11,24.74,-0.007,3311100
9/28/2023,504.67,529.62,520.4,485.9,490.4,23.35,0.004,2720000
9/29/2023,509.9,529.48,519.99,487.56,490.78,33.03,0.01,2795900
10/2/2023,521.13,529.5,520.03,489.34,491.39,32.95,0.022,2411500
10/3/2023,507.03,529.16,519.52,490.97,491.7,29.07,-0.027,2004100
10/4/2023,518.42,529.02,519.48,492.74,492.22,44.54,0.022,2027200
10/5/2023,516.44,529.06,519.36,494.55,492.7,41.53,-0.004,1818800
10/6/2023,526.68,529.31,519.65,496.36,493.38,42.13,0.02,2523300
10/9/2023,529.29,529.32,520.03,498.2,494.09,46.47,0.005,1713500
10/10/2023,532.72,529.05,520.52,499.96,494.85,62.81,0.006,2090900
10/11/2023,549.91,529.07,521.68,501.86,495.94,70.61,0.032,3307500
10/12/2023,559.63,529.66,523.17,503.74,497.2,74.46,0.018,4624000
10/13/2023,548.76,530.16,524.17,505.51,498.23,70.46,-0.019,2832600
10/16/2023,550.74,530.63,525.21,507.31,499.27,73.59,0.004,2179700
10/17/2023,560.09,531.24,526.58,509.25,500.47,75.35,0.017,2355300
10/18/2023,557.87,531.99,527.81,510.91,501.61,72.56,-0.004,2614500
10/19/2023,555.74,532.82,528.9,512.32,502.68,67.8,-0.004,2809300
10/20/2023,540.96,533.33,529.37,513.55,503.44,67.33,-0.027,2728100
10/23/2023,540.41,533.97,529.81,514.78,504.17,62.63,-0.001,2172600
10/24/2023,539.56,534.31,530.19,515.91,504.87,63.45,-0.002,2358100
10/25/2023,521.14,534.36,529.83,516.76,505.19,47.06,-0.034,2526000
10/26/2023,514.28,534.36,529.22,517.56,505.37,42.37,-0.013,2876700
10/27/2023,508.12,534.29,528.4,518.31,505.43,37.83,-0.012,2985600
10/30/2023,526.94,534.66,528.34,519.4,505.85,38.82,0.037,2806900
10/31/2023,532.06,534.89,528.49,520.33,506.37,35.95,0.01,2052300
11/1/2023,544.5,535.39,529.11,521.23,507.13,47.86,0.023,2644500
11/2/2023,558.71,535.95,530.27,522.07,508.15,53.56,0.026,2634800
11/3/2023,563.66,536.98,531.58,522.92,509.25,51.66,0.009,2066300
11/6/2023,565.45,537.79,532.91,523.78,510.36,53.54,0.003,2593400
11/7/2023,585.2,538.89,534.96,524.72,511.84,61.81,0.035,3993600
11/8/2023,585.31,539.79,536.94,525.62,513.3,70.15,0,3079200
11/9/2023,577.74,540.43,538.54,526.54,514.57,65.95,-0.013,2336600
11/10/2023,597.22,541.19,540.84,527.74,516.21,71.25,0.034,3062700
11/13/2023,590.34,541.74,542.78,528.87,517.68,77.87,-0.012,2505100
11/14/2023,604.33,542.52,545.19,530.06,519.39,84.3,0.024,2884900
11/15/2023,595.31,543.19,547.16,531.22,520.9,82.5,-0.015,3088900
11/16/2023,602.06,544.02,549.31,532.35,522.5,80.77,0.011,2040400
11/17/2023,602.66,544.87,551.4,533.55,524.09,80.03,0.001,1968500
11/20/2023,612.7,545.83,553.81,534.84,525.85,79.62,0.017,2393900
11/21/2023,610.99,547.21,556.05,536.06,527.53,75.47,-0.003,1906200
11/22/2023,619.72,548.53,558.55,537.4,529.36,76.34,0.014,2064400
11/24/2023,619.43,549.88,560.93,538.73,531.14,75.72,0,942700
11/27/2023,619.27,551.69,563.22,540.11,532.89,69.96,0,1854400
11/28/2023,623.32,553.5,565.58,541.49,534.68,71.29,0.007,2302900
11/29/2023,617.39,555.02,567.61,542.7,536.31,72.62,-0.01,2595600
11/30/2023,611.01,556.52,569.31,543.76,537.79,59.25,-0.01,3960300
12/1/2023,612.47,558.49,571.01,544.81,539.27,66.01,0.002,2490000
12/4/2023,604.56,560.33,572.32,545.68,540.56,50.18,-0.013,2541500
12/5/2023,602.22,562.14,573.49,546.56,541.79,56.13,-0.004,2577700
12/6/2023,595.7,563.93,574.36,547.29,542.85,44.33,-0.011,2080400
12/7/2023,608.78,566.05,575.71,548.06,544.16,54.46,0.022,2605200
12/8/2023,610.01,568.16,577.06,548.89,545.46,47.75,0.002,2498800
12/11/2023,625.2,570.46,578.95,549.97,547.04,59.7,0.025,3270600
12/12/2023,633.66,572.71,581.09,551.11,548.76,59.55,0.014,2968900
12/13/2023,624.26,575.06,582.79,552.11,550.25,52.94,-0.015,6188500
12/14/2023,584.64,576.38,582.86,552.7,550.93,35.76,-0.063,11315300
12/15/2023,584.68,577.75,582.93,553.4,551.6,33.57,0,8663700
12/18/2023,599.13,579.2,583.56,554.26,552.54,42.76,0.025,5452000
12/19/2023,604.64,580.7,584.39,555.01,553.57,47.46,0.009,4150700
12/20/2023,596.06,581.97,584.85,555.51,554.42,43.8,-0.014,2587300
12/21/2023,600.14,582.98,585.45,556.02,555.32,48.28,0.007,3192800
12/22/2023,598.75,583.76,585.97,556.71,556.18,48.64,-0.002,1659800
12/26/2023,598.26,584.75,586.45,557.45,557.01,51.05,-0.001,1595100
12/27/2023,596.08,585.65,586.83,558.14,557.79,44.26,-0.004,1394900
12/28/2023,595.52,586.36,587.17,558.8,558.53,43.41,-0.001,1702600
12/29/2023,596.6,587.14,587.54,559.56,559.29,35.08,0.002,1893900
1/2/2024,580.07,587.62,587.25,560.22,559.7,24.21,-0.028,2840200
1/3/2024,571.79,588.24,586.64,560.78,559.94,24.48,-0.014,2478000
1/4/2024,567.05,588.77,585.87,561.37,560.08,37.05,-0.008,2092100
1/5/2024,564.6,589.27,585.04,561.79,560.17,35.72,-0.004,1922900
1/8/2024,580.55,590.46,584.86,562.41,560.57,37.06,0.028,2830000
1/9/2024,586.2,591.9,584.91,563.13,561.08,37.19,0.01,1926900
1/10/2024,591.03,593.56,585.15,563.92,561.67,46.31,0.008,2135700
1/11/2024,597.49,594.97,585.64,564.82,562.38,48.12,0.011,2331800
1/12/2024,596.54,596.26,586.07,565.58,563.06,48.42,-0.002,1477000
1/16/2024,597.68,597.32,586.52,566.36,563.75,49.59,0.002,2126100
1/17/2024,596.1,598.07,586.9,567.01,564.39,50.01,-0.003,2588300
1/18/2024,593.7,598.67,587.16,567.83,564.97,48.74,-0.004,2793600
1/19/2024,611.55,599.59,588.12,568.69,565.89,58.42,0.03,3760100
1/22/2024,603.59,599.96,588.73,569.43,566.64,64.66,-0.013,4488000
1/23/2024,597.18,600.2,589.06,569.99,567.24,66.2,-0.011,2723500
1/24/2024,606.48,600.77,589.74,570.6,568.02,73.77,0.016,2999000
1/25/2024,622.58,601.28,591.03,571.24,569.1,80.02,0.027,3806200
1/26/2024,613.93,601.75,591.93,571.74,569.99,68.69,-0.014,2137800
1/29/2024,630.23,602.27,593.43,572.4,571.18,72.03,0.027,3212200
1/30/2024,627.96,602.92,594.78,573.06,572.3,68.96,-0.004,2007400
1/31/2024,617.78,603.24,595.69,573.63,573.2,60.04,-0.016,2666800
2/1/2024,627.91,603.74,596.95,574.31,574.29,64.22,0.016,1687600
2/2/2024,634.76,604.18,598.43,575.01,575.48,65.99,0.011,2542200
2/5/2024,630.5,604.58,599.69,575.89,576.57,64.5,-0.007,2131200
2/6/2024,607.14,604.32,599.98,576.43,577.18,54.81,-0.037,3436200
2/7/2024,615.85,604.25,600.6,577.06,577.94,51.65,0.014,2313800
2/8/2024,615.86,604.18,601.2,577.93,578.7,55.01,0,1815700
2/9/2024,627.21,604.26,602.22,578.88,579.66,61.78,0.018,2091400
2/12/2024,611.84,604.15,602.6,579.58,580.29,52.01,-0.025,2317200
2/13/2024,601.89,603.97,602.57,580.24,580.72,41.88,-0.016,2985200
2/14/2024,604.66,603.81,602.65,581.15,581.2,46.19,0.005,1615100
2/15/2024,590.44,603.53,602.17,581.93,581.38,33.34,-0.024,3677400
2/16/2024,546.66,602.42,600,582.28,580.69,24.74,-0.074,10323000
2/20/2024,541.91,601.34,597.72,582.63,579.92,25.61,-0.009,6567600
2/21/2024,538.52,599.94,595.4,582.99,579.1,19.96,-0.006,4493500
2/22/2024,537.57,598.49,593.13,583.32,578.28,15.99,-0.002,5023400
2/23/2024,553.44,597.05,591.57,583.76,577.79,25.06,0.03,4546500
2/26/2024,560.48,595.59,590.35,584.15,577.45,33.11,0.013,4251200
2/27/2024,552.49,594.15,588.87,584.61,576.95,26.95,-0.014,3247600
2/28/2024,551.82,593.5,587.42,584.94,576.45,26.81,-0.001,2313200
2/29/2024,560.28,593.01,586.35,585.38,576.13,25.25,0.015,3844400
3/1/2024,570.93,592.45,585.75,585.82,576.03,34.32,0.019,2903700
3/4/2024,567.94,591.71,585.05,586.21,575.87,36.26,-0.005,2556400
3/5/2024,544.84,590.69,583.47,586.33,575.26,29.21,-0.041,4286800
3/6/2024,543.09,589.55,581.89,586.26,574.62,31.98,-0.003,3209800
3/7/2024,556.04,588.69,580.88,586.23,574.25,54.66,0.024,2660500
3/8/2024,551.69,587.76,579.73,586.25,573.8,54.88,-0.008,2831100
3/11/2024,560.42,587.05,578.97,586.35,573.54,60.38,0.016,2857800
3/12/2024,579.14,586.72,578.98,586.54,573.65,66.86,0.033,3469200
3/13/2024,573.55,586.26,578.77,586.7,573.65,58.9,-0.01,3466000
3/14/2024,570.45,586.07,578.44,586.85,573.58,54.57,-0.005,5908100
3/15/2024,492.46,584.48,575.07,586.36,571.98,33.24,-0.137,19570500
3/18/2024,513.86,583.42,572.67,586.1,570.83,40.5,0.043,7052700
3/19/2024,521.19,582.55,570.65,585.91,569.84,40.16,0.014,7081800
3/20/2024,519.14,581.32,568.63,585.89,568.84,36.37,-0.004,4239600
3/21/2024,511.25,579.82,566.38,585.86,567.7,35.46,-0.015,5206600
3/22/2024,499.52,577.99,563.76,585.78,566.35,37.66,-0.023,5410300
3/25/2024,507.23,576.19,561.54,585.58,565.18,40.54,0.015,4277000
3/26/2024,507.6,574.41,559.43,585.33,564.04,36.31,0.001,2813300
3/27/2024,504.4,572.54,557.27,584.93,562.86,36.55,-0.006,4228400
3/28/2024,504.6,570.71,555.2,584.39,561.7,33.32,0,3897000
4/1/2024,502.09,568.88,553.12,583.78,560.52,24.5,-0.005,2056000
4/2/2024,499.21,566.63,551.01,583.11,559.31,24.95,-0.006,3083300
4/3/2024,497.01,564.5,548.89,582.23,558.08,25.1,-0.004,2604400
4/4/2024,487.11,562.3,546.47,581.25,556.67,46.63,-0.02,3403300
4/5/2024,485.12,559.87,544.06,580.32,555.25,26.03,-0.004,4971800
4/8/2024,484.28,557.11,541.72,579.19,553.85,15.49,-0.002,3439200
4/9/2024,492.55,554.68,539.79,578.22,552.63,27.73,0.017,2548600
4/10/2024,487.22,551.82,537.73,577.04,551.34,28.97,-0.011,2487900
4/11/2024,484.28,548.94,535.63,575.93,550.01,34.24,-0.006,2978500
4/12/2024,474.09,546.07,533.22,574.65,548.51,17.39,-0.021,5620000
4/15/2024,470.1,542.91,530.74,573.33,546.96,15.56,-0.008,3353200
4/16/2024,476.22,539.74,528.6,571.96,545.55,25.44,0.013,2660100
4/17/2024,474.45,536.62,526.48,570.6,544.15,24.42,-0.004,2034800
4/18/2024,473.18,533.94,524.39,569.13,542.74,24.94,-0.003,2389700
4/19/2024,465.02,530.93,522.06,567.59,541.2,22.85,-0.017,3280600
4/22/2024,466.89,527.95,519.9,566.07,539.73,25.96,0.004,2604300
4/23/2024,472.9,524.86,518.05,564.56,538.41,37.91,0.013,2205800
4/24/2024,477.12,522.17,516.45,563.16,537.19,43.44,0.009,2338000
4/25/2024,473.44,519.6,514.76,561.78,535.93,41.51,-0.008,2250900
4/26/2024,477.56,517.06,513.3,560.43,534.78,37.44,0.009,2460300
4/29/2024,473.07,514.71,511.73,559.12,533.55,37.97,-0.009,2954700
4/30/2024,462.83,513.03,509.81,557.73,532.15,33.78,-0.022,3222600
5/1/2024,469.39,511.58,508.22,556.46,530.91,46.24,0.014,2490200
5/2/2024,476.57,510.34,506.98,555.14,529.83,54.92,0.015,2516400
5/3/2024,486.18,509.31,506.17,553.9,528.97,57.2,0.02,2833200
5/6/2024,493.59,508.12,505.67,552.59,528.27,62.79,0.015,2104000
5/7/2024,492.27,506.75,505.15,551.17,527.56,62.75,-0.003,2518300
5/8/2024,488.1,505.47,504.48,549.81,526.78,66.28,-0.008,2165000
5/9/2024,482.65,504.08,503.62,548.79,525.9,60.58,-0.011,2301600
5/10/2024,482.29,502.52,502.79,547.77,525.04,56.82,-0.001,2741100
5/13/2024,483.11,500.77,502.01,546.61,524.21,54.58,0.002,2458200
5/14/2024,475.95,498.93,500.99,545.32,523.25,51.82,-0.015,4287800
5/15/2024,485.35,497.74,500.38,544.21,522.5,55.25,0.02,3491600
5/16/2024,482.88,496.53,499.69,543.04,521.72,56.8,-0.005,2562900
5/17/2024,483.43,495.08,499.06,541.89,520.96,66.49,0.001,2260900
5/20/2024,484.69,493.74,498.49,540.75,520.24,63.38,0.003,1881100
5/21/2024,481.85,492.17,497.84,539.61,519.48,55,-0.006,1915800
5/22/2024,483.93,490.26,497.29,538.49,518.78,47.52,0.004,1875800
5/23/2024,483.31,488.46,496.75,537.36,518.07,36.65,-0.001,2219900
5/24/2024,475.43,486.56,495.91,536.31,517.23,31.31,-0.016,3083700
5/28/2024,478.43,486.28,495.22,535.38,516.46,38.98,0.006,2575300
5/29/2024,477.6,485.55,494.53,534.48,515.69,43.57,-0.002,2214800
5/30/2024,445.87,484.05,492.62,533.3,514.31,24.22,-0.066,5606900
5/31/2024,444.76,482.56,490.75,531.94,512.93,22.97,-0.002,7487500
6/3/2024,439.02,481.11,488.72,530.47,511.47,23.44,-0.013,3967700
6/4/2024,448.37,480.09,487.14,529.04,510.22,23.38,0.021,3183600
6/5/2024,455.8,479.06,485.91,527.62,509.14,31.81,0.017,3295000
6/6/2024,458.13,478.07,484.82,526.24,508.13,33.4,0.005,3235000
6/7/2024,465.43,477.29,484.06,524.92,507.29,38.29,0.016,2684200
6/10/2024,459.94,476.4,483.11,523.56,506.35,37.1,-0.012,3212400
6/11/2024,462.69,475.61,482.31,522.25,505.48,37.59,0.006,2723700
6/12/2024,459.87,474.83,481.43,520.73,504.58,36.65,-0.006,3647400
6/13/2024,458.74,474.06,480.54,519.28,503.67,39.7,-0.002,8558000
6/14/2024,525.31,474.82,482.3,518.56,504.1,66.21,0.145,14846600
6/17/2024,518.74,475.5,483.73,517.68,504.39,63.68,-0.013,7163800
6/18/2024,522.25,476.26,485.24,516.68,504.74,81.28,0.007,4225900
6/20/2024,522.95,476.86,486.72,515.77,505.11,82.13,0.001,5752400
6/21/2024,533.44,477.79,488.55,514.8,505.67,87.34,0.02,6614100
6/24/2024,524.17,478.59,489.95,513.77,506.03,79.99,-0.017,3067800
6/25/2024,526.88,479.64,491.39,512.86,506.45,79.22,0.005,3144200
6/26/2024,528.66,480.81,492.86,511.86,506.89,79.12,0.003,2931700
6/27/2024,546.76,482.22,494.97,510.98,507.67,80.83,0.034,4734100
6/28/2024,555.54,483.85,497.34,510.23,508.62,85.36,0.016,5084500
7/1/2024,560.01,485.58,499.8,509.76,509.64,85.54,0.008,3070200
7/2/2024,567.71,487.64,502.46,509.28,510.79,88.03,0.014,3054500
7/3/2024,570.15,489.7,505.12,508.82,511.97,88.93,0.004,1664400
7/5/2024,578.34,491.81,507.99,508.34,513.28,81.3,0.014,2808600
7/8/2024,575.4,493.78,510.63,507.97,514.51,84.94,-0.005,3007400
7/9/2024,566.02,495.63,512.81,507.61,515.53,75.17,-0.016,2167600
